pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,habitability_class
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2.899703,0.03882,10.076891,0.899,,1127.0,5185.0,0.833,0.928,Hot Jupiters
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2.89973838,0.03878,10.211399,0.911,,1170.0,5190.0,0.85,0.925,Hot Jupiters
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2.899736,0.03842,10.614923,0.947,,1189.0,5185.0,0.87,0.9,Hot Jupiters
HAT-P-30 b,HAT-P-30,0,2,1,Transit,2.810595,0.0419,15.02,1.34,0.035,1630.0,6304.0,1.215,1.242,Hot Jupiters
HAT-P-31 b,HAT-P-31,0,1,1,Transit,5.005425,0.055,11.99,1.07,0.245,1450.0,6065.0,1.36,1.218,Hot Jupiters
HAT-P-32 b,HAT-P-32,0,2,1,Transit,2.150008,0.0343,20.053,1.789,0.0,1786.0,6207.0,1.219,1.16,Hot Jupiters
HAT-P-32 b,HAT-P-32,1,2,1,Transit,2.1500082,0.03397,22.19382,1.98,0.159,1835.7,6001.0,1.367,1.132,Hot Jupiters
HAT-P-33 b,HAT-P-33,0,2,1,Transit,3.474474,0.0499,18.898,1.686,0.0,1782.0,6446.0,1.637,1.375,Hot Jupiters
HAT-P-34 b,HAT-P-34,0,1,1,Transit,5.452654,0.0677,13.417,1.197,0.441,1520.0,6442.0,1.535,1.392,Hot Jupiters
HAT-P-35 b,HAT-P-35,0,3,1,Transit,3.646706,0.0498,14.93,1.332,0.025,1581.0,6096.0,1.435,1.236,Hot Jupiters
HAT-P-36 b,HAT-P-36,0,1,1,Transit,1.327347,0.0238,14.168,1.264,0.063,1823.0,5560.0,1.096,1.022,Hot Jupiters
HAT-P-36 b,HAT-P-36,0,1,1,Transit,1.32734683,0.02388,14.616536,1.304,,1788.0,5620.0,1.041,1.03,Hot Jupiters
HAT-P-36 b,HAT-P-36,0,1,1,Transit,1.3273466,0.02402,15.210613,1.357,0.063,1820.2,5560.0,1.108,1.049,Hot Jupiters
HAT-P-36 b,HAT-P-36,1,1,1,Transit,1.32734683,0.0241,14.313893,1.277,,1780.97,5620.0,1.041,1.03,Hot Jupiters
HAT-P-37 b,HAT-P-37,1,1,1,Transit,2.797436,0.0379,13.204,1.178,0.058,1271.0,5500.0,0.877,0.929,Hot Jupiters
HAT-P-38 b,HAT-P-38,1,1,1,Transit,4.640382,0.0523,9.247,0.825,0.067,1082.0,5330.0,0.923,0.886,Hot Jupiters
HAT-P-39 b,HAT-P-39,1,2,1,Transit,3.54387,0.0509,17.609,1.571,0.0,1752.0,6430.0,1.625,1.404,Hot Jupiters
HAT-P-4 b,HAT-P-4,0,2,1,Transit,3.0565195,0.04465,14.986433,1.337,,1691.0,5860.0,1.6,1.271,Hot Jupiters
HAT-P-4 b,HAT-P-4,1,2,1,Transit,3.056536,0.04438,14.28,1.274,0.0,1686.0,5860.0,,,Hot Jupiters
HAT-P-40 b,HAT-P-40,0,1,1,Transit,4.457243,0.0608,19.392,1.73,0.0,1770.0,6080.0,2.206,1.512,Hot Jupiters
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2.694047,0.0426,18.887,1.685,0.0,1941.0,6390.0,1.683,1.418,Hot Jupiters
HAT-P-42 b,HAT-P-42,1,1,1,Transit,4.641878,0.0575,14.348,1.28,0.0,1428.0,5743.0,1.53,1.178,Hot Jupiters
HAT-P-43 b,HAT-P-43,0,1,1,Transit,3.332687,0.0443,14.359,1.281,0.0,1361.0,5645.0,1.103,1.048,Hot Jupiters
HAT-P-43 b,HAT-P-43,1,1,1,Transit,3.3326414,0.0444,13.63,1.21598925,,1353.0,5693.0,1.08,1.03,Hot Jupiters
HAT-P-44 b,HAT-P-44,1,1,2,Transit,4.301219,0.0507,13.922,1.242,0.044,1108.0,5295.0,0.949,0.942,Hot Jupiters
HAT-P-45 b,HAT-P-45,1,1,1,Transit,3.128992,0.0452,15.984,1.426,0.049,1652.0,6330.0,1.319,1.259,Hot Jupiters
HAT-P-46 b,HAT-P-46,1,1,1,Transit,4.463129,0.0577,14.392,1.284,0.123,1458.0,6120.0,1.396,1.284,Hot Jupiters
HAT-P-49 b,HAT-P-49,0,1,1,Transit,2.691548,0.0438,15.838,1.413,0.0,2131.0,6820.0,1.833,1.543,Hot Jupiters
HAT-P-5 b,HAT-P-5,0,1,1,Transit,2.788491,0.04071,14.056086,1.254,,1539.0,5960.0,,,Hot Jupiters
HAT-P-50 b,HAT-P-50,1,1,1,Transit,3.1220109,0.0453,14.437192,1.288,0.115,1862.0,6280.0,1.698,1.273,Hot Jupiters
HAT-P-51 b,HAT-P-51,0,1,1,Transit,4.2180278,0.05069,14.493237,1.293,0.123,1192.0,5449.0,1.041,0.976,Hot Jupiters
HAT-P-51 b,HAT-P-51,1,1,1,Transit,4.21802091,0.05042,13.50682174,1.205,,1168.2,5453.0,0.995,0.961,Hot Jupiters
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2.7535953,0.03694,11.309881,1.009,0.047,1218.0,5131.0,0.893,0.887,Hot Jupiters
HAT-P-53 b,HAT-P-53,1,1,1,Transit,1.9616241,0.03159,14.773462,1.318,0.134,1778.0,5956.0,1.209,1.093,Hot Jupiters
HAT-P-54 b,HAT-P-54,1,1,1,Transit,3.799847,0.04117,10.581296,0.944,0.074,818.0,4390.0,0.617,0.645,Hot Jupiters
HAT-P-55 b,HAT-P-55,0,1,1,Transit,3.5852467,0.04604,13.249038,1.182,0.139,1313.0,5808.0,1.011,1.013,Hot Jupiters
HAT-P-55 b,HAT-P-55,1,1,1,Transit,3.5852313,0.04628,14.84069045,1.324,,1367.0,5804.0,1.105,1.028,Hot Jupiters
HAT-P-56 b,HAT-P-56,0,1,1,Transit,2.7908327,0.0423,16.432394,1.466,0.246,1840.0,6566.0,1.428,1.296,Hot Jupiters
HAT-P-57 b,HAT-P-57,0,3,1,Transit,2.465295,0.0406,15.838317,1.413,0.0,2200.0,7500.0,1.5,1.47,Hot Jupiters
HAT-P-58 b,HAT-P-58,1,1,1,Transit,4.0138379,0.04994,14.93036229,1.332,0.073,1622.0,6078.0,1.53,1.031,Hot Jupiters
HAT-P-59 b,HAT-P-59,1,1,1,Transit,4.1419771,0.05064,12.58768533,1.123,0.03,1277.8,5678.0,1.1038,1.008,Hot Jupiters
HAT-P-6 b,HAT-P-6,0,1,1,Transit,3.852985,0.05237,14.90797,1.33,,1675.0,6570.0,1.463,1.29,Hot Jupiters
HAT-P-6 b,HAT-P-6,0,1,1,Transit,3.853003,0.05244,15.636555,1.395,,1704.0,6570.0,1.518,1.295,Hot Jupiters
HAT-P-60 b,HAT-P-60,1,1,1,Transit,4.7947813,0.06277,18.28184752,1.631,0.25,1772.0,6212.0,2.197,1.435,Hot Jupiters
HAT-P-61 b,HAT-P-61,1,1,1,Transit,1.90231289,0.0301,10.07687365,0.899,0.113,1505.0,5587.0,0.938,1.004,Hot Jupiters
HAT-P-62 b,HAT-P-62,1,1,1,Transit,2.6453235,0.03772,12.02723629,1.073,0.101,1512.0,5629.0,1.17,1.023,Hot Jupiters
HAT-P-63 b,HAT-P-63,1,1,1,Transit,3.377728,0.04294,12.5428494,1.119,0.069,1237.0,5400.0,0.9661,0.925,Hot Jupiters
HAT-P-64 b,HAT-P-64,1,1,1,Transit,4.007232,0.05387,19.08889413,1.703,0.101,1766.0,6457.0,1.735,1.298,Hot Jupiters
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2.60544751,0.04042,18.05766791,1.611,,1818.0,5872.0,1.666,1.297,Hot Jupiters
HAT-P-65 b,HAT-P-65,0,1,1,Transit,2.6054552,0.03951,21.18501,1.89,0.304,1930.0,5835.0,1.86,1.212,Hot Jupiters
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2.972086,0.04363,17.82231,1.59,0.09,1896.0,6002.0,1.881,1.255,Hot Jupiters
HAT-P-67 b,HAT-P-67,1,2,1,Transit,4.8101025,0.06505,23.370765,2.085,0.0,1903.0,6406.0,2.546,1.642,Hot Jupiters
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2.29840551,0.02996,12.016048,1.072,0.041,1027.8,4508.0,0.6701,0.6785,Hot Jupiters
HAT-P-69 b,HAT-P-69,1,1,1,Transit,4.7869491,0.06555,18.786284,1.676,0.0,1930.0,7394.0,1.926,1.648,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.204737,0.0377,15.043,1.342,0.0,2733.0,6532.23,1.99356,1.347,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.2047304,0.03805,16.421185,1.465,,2194.0,6350.0,1.955,1.511,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.204735365,0.0381,16.39,1.46222038,0.0,2025.0,6350.0,1.991,1.52,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.204735365,0.0381,16.39,1.46222038,0.0,2025.0,6350.0,1.991,1.52,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.2047354,0.0355,15.905571,1.419,0.0,2200.0,6350.0,1.84,1.47,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.204735365,0.0381,16.39,1.46222038,0.0,2025.0,6350.0,1.991,1.52,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.20473537,0.039,22.3,1.98947617,0.0,2303.0,6264.0,2.71,1.66,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.2047372,0.03676,16.712619,1.491,0.0016,2700.0,6441.0,1.84,1.47,Hot Jupiters
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2.204735417,0.0376,16.1,1.43634827,0.0,2048.0,6440.0,1.952,1.449,Hot Jupiters
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2.74432452,0.04739,20.96083,1.87,0.0,2562.0,8450.0,1.858,1.89,Hot Jupiters
HAT-P-8 b,HAT-P-8,0,3,1,Transit,3.0763776,0.0487,16.81,1.5,0.0,1700.0,6200.0,1.58,1.28,Hot Jupiters
HAT-P-9 b,HAT-P-9,1,1,1,Transit,3.92281072,0.05287,15.614137,1.393,0.084,1540.0,6350.0,1.338,1.281,Hot Jupiters
HAT-P-9 b,HAT-P-9,0,1,1,Transit,3.92289,0.053,15.69,1.4,0.0,1530.0,6350.0,1.32,1.28,Hot Jupiters
HAT-P-9 b,HAT-P-9,0,1,1,Transit,3.922814,0.0529,15.46842,1.38,,1540.0,6350.0,1.339,1.28,Hot Jupiters
HATS-1 b,HATS-1,1,1,1,Transit,3.446459,0.0444,14.594,1.302,0.12,1359.0,5870.0,1.038,0.986,Hot Jupiters
HATS-10 b,HATS-10,1,1,1,Transit,3.312846,0.04491,10.861521,0.969,0.501,1407.0,5880.0,1.105,1.101,Hot Jupiters
HATS-11 b,HATS-11,0,1,1,Transit,3.6191613,0.04614,16.92559,1.51,0.34,1637.0,6060.0,1.444,1.0,Hot Jupiters
HATS-11 b,HATS-11,1,1,1,Transit,3.619188,0.0507,18.03,1.60852886,,1596.0,6563.0,1.54,1.33,Hot Jupiters
HATS-12 b,HATS-12,0,1,1,Transit,3.142833,0.04795,15.13215,1.35,0.085,2097.0,6408.0,2.21,1.489,Hot Jupiters
HATS-12 b,HATS-12,1,1,1,Transit,3.142702,0.0441,7.76,0.69230083,,1446.0,6357.0,1.17,1.16,Not-Habitable Terrestrial
HATS-13 b,HATS-13,1,1,1,Transit,3.0440499,0.04057,13.585308,1.212,0.181,1244.0,5523.0,0.887,0.962,Hot Jupiters
HATS-14 b,HATS-14,1,1,1,Transit,2.7667641,0.03815,11.646151,1.039,0.142,1276.0,5346.0,0.933,0.967,Hot Jupiters
HATS-15 b,HATS-15,1,1,1,Transit,1.74748753,0.02712,12.385945,1.105,0.126,1505.0,5311.0,0.922,0.871,Hot Jupiters
HATS-16 b,HATS-16,1,1,1,Transit,2.686502,0.03744,14.5717,1.3,0.0,1592.0,5738.0,1.238,0.97,Hot Jupiters
HATS-17 b,HATS-17,1,1,1,Transit,16.254611,0.1308,8.709393,0.777,0.029,814.0,5846.0,1.091,1.131,Hot Jupiters
HATS-18 b,HATS-18,0,1,1,Transit,0.8378434,0.01761,14.986433,1.337,0.166,2060.0,5600.0,1.02,1.037,Hot Jupiters
HATS-18 b,HATS-18,1,1,1,Transit,0.83784,0.0174,14.896761,1.329,,2069.48,5600.0,1.02,1.037,Hot Jupiters
HATS-2 b,HATS-2,1,1,1,Transit,1.35413379,0.02317,12.57647635,1.122,,1550.0,,0.876,0.904,Hot Jupiters
HATS-2 b,HATS-2,0,1,1,Transit,1.354133,0.023,13.092,1.168,0.0,1577.0,5227.0,0.898,0.882,Hot Jupiters
HATS-22 b,HATS-22,1,1,1,Transit,4.7228124,0.05025,10.682177,0.953,0.079,858.0,4803.0,0.689,0.759,Hot Jupiters
HATS-23 b,HATS-23,1,1,1,Transit,2.1605156,0.03397,20.84874,1.86,0.114,1654.0,5780.0,1.199,1.121,Hot Jupiters
HATS-24 b,HATS-24,1,1,1,Transit,1.3484978,0.0238,15.636555,1.395,0.0,2166.0,6125.0,1.12,1.07,Hot Jupiters
HATS-24 b,HATS-24,0,1,1,Transit,1.3484954,0.02547,16.667783,1.487,0.242,2067.0,6346.0,1.172,1.212,Hot Jupiters
HATS-25 b,HATS-25,1,1,1,Transit,4.2986432,0.05163,14.12334,1.26,0.176,1277.0,5715.0,1.107,0.994,Hot Jupiters
HATS-26 b,HATS-26,1,1,1,Transit,3.3023881,0.04735,19.61575,1.75,0.245,1918.0,6071.0,2.04,1.299,Hot Jupiters
HATS-27 b,HATS-27,1,1,1,Transit,4.637038,0.0611,16.8135,1.5,0.581,1659.0,6438.0,1.74,1.415,Hot Jupiters
HATS-28 b,HATS-28,1,1,1,Transit,3.1810781,0.04131,13.383546,1.194,0.202,1253.0,5498.0,0.922,0.929,Hot Jupiters
HATS-29 b,HATS-29,1,1,1,Transit,4.6058749,0.05475,14.022459,1.251,0.158,1212.0,5670.0,1.073,1.032,Hot Jupiters
HATS-3 b,HATS-3,1,1,1,Transit,3.547851,0.0485,15.48,1.381,0.0,1648.0,6351.0,1.404,1.209,Hot Jupiters
HATS-30 b,HATS-30,1,2,1,Transit,3.1743516,0.04354,13.170575,1.175,0.096,1414.0,5943.0,1.061,1.093,Hot Jupiters
HATS-31 b,HATS-31,1,1,1,Transit,3.37796,0.0478,18.38276,1.64,0.233,1823.0,6050.0,1.87,1.275,Hot Jupiters
HATS-32 b,HATS-32,1,1,1,Transit,2.8126548,0.04024,14.000041,1.249,0.471,1437.0,5700.0,1.097,1.099,Hot Jupiters
HATS-33 b,HATS-33,1,1,1,Transit,2.5495551,0.03727,13.78707,1.23,0.08,1429.0,5659.0,1.022,1.062,Hot Jupiters
HATS-34 b,HATS-34,1,1,1,Transit,2.1061607,0.03166,16.02887,1.43,0.108,1445.0,5380.0,0.98,0.955,Hot Jupiters
HATS-35 b,HATS-35,1,1,1,Transit,1.8209993,0.03199,16.409976,1.464,0.306,2037.0,6300.0,1.433,1.317,Hot Jupiters
HATS-36 b,HATS-36,1,1,1,Transit,4.175186,0.0523,12.92,1.1526452,,1203.0,5950.0,1.1,1.1,Hot Jupiters
HATS-36 b,HATS-36,0,1,1,Transit,4.1752387,0.05425,13.843115,1.235,0.105,1356.0,6149.0,1.155,1.222,Hot Jupiters
HATS-37 A b,HATS-37 A,1,2,1,Transit,4.3315366,0.04913,6.792654,0.606,0.0,1085.0,5326.0,0.877,0.843,Not-Habitable Terrestrial
HATS-38 b,HATS-38,1,1,1,Transit,4.375021,0.05036,6.882326,0.614,0.0,1294.0,5732.0,1.105,0.89,Not-Habitable Terrestrial
HATS-39 b,HATS-39,1,1,1,Transit,4.5776348,0.06007,17.59813,1.57,0.275,1645.0,6572.0,1.621,1.379,Hot Jupiters
HATS-4 b,HATS-4,1,1,1,Transit,2.516729,0.0362,11.433,1.02,0.013,1315.0,5403.0,0.925,1.001,Hot Jupiters
HATS-40 b,HATS-40,1,1,1,Transit,3.2642736,0.04997,17.71022,1.58,0.312,2101.0,6460.0,2.26,1.561,Hot Jupiters
HATS-41 b,HATS-41,1,1,1,Transit,4.193649,0.0583,14.90797,1.33,0.38,1710.0,6424.0,1.71,1.496,Hot Jupiters
HATS-42 b,HATS-42,1,1,1,Transit,2.292102,0.03689,15.6926,1.4,0.229,1856.0,6060.0,1.48,1.273,Hot Jupiters
HATS-43 b,HATS-43,1,1,1,Transit,4.3888497,0.04944,13.22662,1.18,0.173,1003.0,5099.0,0.812,0.837,Hot Jupiters
HATS-44 b,HATS-44,1,1,1,Transit,2.7439004,0.03649,11.960003,1.067,0.279,1161.0,5080.0,0.847,0.86,Hot Jupiters
HATS-45 b,HATS-45,1,1,1,Transit,4.1876244,0.05511,14.414774,1.286,0.24,1518.0,6450.0,1.315,1.272,Hot Jupiters
HATS-46 b,HATS-46,1,1,1,Transit,4.7423729,0.05367,10.121727,0.903,0.559,1054.0,5495.0,0.853,0.917,Hot Jupiters
HATS-47 b,HATS-47,1,1,1,Transit,3.9228038,0.04269,12.520453,1.117,0.088,852.9,4512.0,0.6564,0.674,Hot Jupiters
HATS-48 A b,HATS-48 A,1,2,1,Transit,3.1316666,0.03769,8.9672,0.8,0.162,954.6,4546.0,0.7152,0.7279,Hot Jupiters
HATS-49 b,HATS-49,1,1,1,Transit,4.1480467,0.04515,8.574885,0.765,0.071,834.8,4405.0,0.6977,0.7133,Hot Jupiters
HATS-5 b,HATS-5,1,1,1,Transit,4.763387,0.0542,10.223,0.912,0.019,1025.0,5304.0,0.871,0.936,Hot Jupiters
HATS-51 b,HATS-51,1,1,1,Transit,3.3488702,0.04639,15.80469,1.41,0.33,1553.0,5758.0,1.44,1.187,Hot Jupiters
HATS-52 b,HATS-52,1,1,1,Transit,1.36665436,0.02498,15.490838,1.382,0.246,1834.0,6010.0,1.046,1.111,Hot Jupiters
HATS-53 b,HATS-53,1,1,1,Transit,3.8537768,0.04753,15.02006,1.34,0.33,1312.0,5644.0,1.101,0.964,Hot Jupiters
HATS-54 b,HATS-54,0,1,1,Transit,2.5441828,0.03763,11.960003,1.067,0.126,1625.0,5702.0,1.317,1.097,Hot Jupiters
HATS-54 b,HATS-54,1,1,1,Transit,2.5441765,0.037,11.37711541,1.015,0.0,1429.0,5621.0,1.23,1.05,Hot Jupiters
HATS-55 b,HATS-55,1,1,1,Transit,4.2042001,0.05412,14.022459,1.251,0.092,1367.0,6214.0,1.126,1.1955,Hot Jupiters
HATS-56 b,HATS-56,1,1,1,Transit,4.324799,0.06043,18.920792,1.688,0.019,1902.0,6536.0,2.201,1.573,Hot Jupiters
HATS-57 b,HATS-57,1,1,1,Transit,2.350621,0.03493,12.767051,1.139,0.028,1413.4,5587.0,0.96,1.026,Hot Jupiters
HATS-58 A b,HATS-58 A,1,2,1,Transit,4.2180896,0.05798,12.273855,1.095,0.168,1721.0,7175.0,1.433,1.461,Hot Jupiters
HATS-59 b,HATS-59,1,1,2,Transit,5.416081,0.06112,12.621334,1.126,0.129,1128.0,5670.0,1.036,1.038,Hot Jupiters
HATS-6 b,HATS-6,1,1,1,Transit,3.3252725,0.03623,11.186582,0.998,0.0,712.8,3724.0,0.57,0.574,Hot Jupiters
HATS-60 b,HATS-60,1,1,1,Transit,3.560829,0.04708,12.923977,1.153,0.191,1528.0,5688.0,1.46,1.097,Hot Jupiters
HATS-61 b,HATS-61,1,1,1,Transit,7.817953,0.07908,13.394755,1.195,0.092,1226.1,5542.0,1.664,1.076,Hot Jupiters
HATS-62 b,HATS-62,1,1,1,Transit,3.2768837,0.04163,11.825495,1.055,0.298,1237.0,5416.0,0.933,0.896,Hot Jupiters
HATS-63 b,HATS-63,1,1,1,Transit,3.0566527,0.04026,13.529263,1.207,0.136,1398.3,5627.0,1.07,0.931,Hot Jupiters
HATS-64 b,HATS-64,1,1,1,Transit,4.908897,0.06562,18.819911,1.679,0.151,1793.0,6554.0,2.113,1.564,Hot Jupiters
HATS-65 b,HATS-65,1,2,1,Transit,3.105161,0.04497,16.824709,1.501,0.062,1634.0,6277.0,1.31,1.257,Hot Jupiters
HATS-66 b,HATS-66,1,1,1,Transit,3.1414391,0.04714,15.815899,1.411,0.064,1998.0,6626.0,1.841,1.411,Hot Jupiters
HATS-67 b,HATS-67,1,1,1,Transit,1.6091788,0.03032,18.887165,1.685,0.057,2193.0,6594.0,1.441,1.435,Hot Jupiters
HATS-68 b,HATS-68,1,1,1,Transit,3.5862202,0.05071,13.809488,1.232,0.036,1741.0,6147.0,1.748,1.351,Hot Jupiters
HATS-69 b,HATS-69,1,1,1,Transit,2.2252577,0.03211,10.592505,0.945,0.519,1295.7,5137.0,0.8785,0.892,Hot Jupiters
HATS-7 b,HATS-7,1,1,1,Transit,3.185315,0.04012,6.310667,0.563,0.17,1084.0,4985.0,0.815,0.849,Not-Habitable Terrestrial
HATS-70 b,HATS-70,1,1,1,Transit,1.8882378,0.03632,15.513256,1.384,0.18,2730.0,7930.0,1.881,1.78,Hot Jupiters
HATS-71 b,HATS-71,1,1,1,Transit,3.7955202,0.03745,11.478016,1.024,0.0,586.8,3405.0,0.4783,0.4861,Hot Jupiters
HATS-72 b,HATS-72,1,1,1,Transit,7.3279474,0.066517,8.0973816,0.7224,0.013,739.3,4656.1,0.7214,0.7311,Hot Jupiters
HATS-74 A b,HATS-74 A,1,2,1,Transit,1.73185606,0.02384,11.56766808,1.032,0.044,895.1,3776.9,0.5758,0.601,Hot Jupiters
HATS-75 b,HATS-75,1,1,1,Transit,2.7886556,0.032742,9.90873894,0.884,0.064,772.3,3790.4,0.5848,0.6017,Hot Jupiters
HATS-76 b,HATS-76,1,1,1,Transit,1.9416423,0.02658,12.09449018,1.079,0.062,939.8,4016.0,0.6259,0.662,Hot Jupiters
HATS-77 b,HATS-77,1,1,1,Transit,3.0876262,0.03607,13.05846252,1.165,0.045,828.3,4071.0,0.6428,0.655,Hot Jupiters
HATS-8 b,HATS-8,1,1,1,Transit,3.583893,0.04667,9.785457,0.873,0.376,1324.0,5679.0,1.086,1.056,Hot Jupiters
HATS-9 b,HATS-9,0,1,1,Transit,1.9153073,0.03048,11.937585,1.065,0.129,1823.0,5366.0,1.503,1.03,Hot Jupiters
HATS-9 b,HATS-9,1,1,1,Transit,1.915291,0.0312,13.85,1.23561424,,1746.0,5599.0,1.56,1.1,Hot Jupiters
HD 101581 b,HIP 56998,1,1,2,Transit,4.46569,0.046,0.956,0.08528875,,834.0,4675.0,0.63,0.653,Not-Habitable Terrestrial
HD 101581 c,HIP 56998,1,1,2,Transit,6.20401,0.0573,0.99,0.08832204,,747.0,4675.0,0.63,0.653,Not-Habitable Terrestrial
HD 106315 b,HD 106315,0,1,2,Transit,9.55385,0.08887,2.4,0.214,0.31,1146.0,6254.0,1.281,1.027,Not-Habitable Terrestrial
HD 106315 b,HD 106315,0,1,2,Transit,9.55804,0.0905,2.32,0.20697654,,1046.0,6277.0,1.29,1.08,Not-Habitable Terrestrial
HD 106315 b,HD 106315,1,1,2,Transit,9.55237,0.0907,2.44,0.21768222,0.093,1153.0,6327.0,1.296,1.091,Not-Habitable Terrestrial
HD 106315 c,HD 106315,0,1,2,Transit,21.058,0.1503,4.4,0.393,0.18,874.0,6254.0,1.281,1.027,Not-Habitable Terrestrial
HD 106315 c,HD 106315,1,1,2,Transit,21.05704,0.1536,4.35,0.38808101,0.22,886.0,6327.0,1.296,1.091,Not-Habitable Terrestrial
HD 106315 c,HD 106315,0,1,2,Transit,21.05788,0.1533,4.31,0.38451245,,804.0,6277.0,1.29,1.08,Not-Habitable Terrestrial
HD 108236 b,HD 108236,0,1,5,Transit,3.79523,0.0469,1.586,0.1415,0.2,1099.0,5730.0,0.888,0.97,Not-Habitable Terrestrial
HD 108236 c,HD 108236,0,1,5,Transit,6.2037,0.0651,2.068,0.1845,0.18,932.0,5730.0,0.888,0.97,Not-Habitable Terrestrial
HD 108236 d,HD 108236,0,1,5,Transit,14.17555,0.1131,2.72,0.2423,0.17,708.0,5730.0,0.888,0.97,Not-Habitable Terrestrial
HD 108236 e,HD 108236,0,1,5,Transit,19.5917,0.14,3.12,0.279,0.2,636.0,5730.0,0.888,0.97,Not-Habitable Terrestrial
HD 110067 b,HD 110067,1,3,6,Transit,9.113678,0.0793,2.2,0.19627119,,800.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110067 c,HD 110067,1,3,6,Transit,13.673694,0.1039,2.388,0.21304346,,699.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110067 d,HD 110067,1,3,6,Transit,20.519617,0.1362,2.852,0.25443884,,602.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110067 e,HD 110067,1,3,6,Transit,30.793091,0.1785,1.94,0.17307551,,533.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110067 f,HD 110067,1,3,6,Transit,41.05854,0.2163,2.601,0.23204608,,489.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110067 g,HD 110067,1,3,6,Transit,54.76992,0.2621,2.607,0.23258136,,440.0,5266.0,0.788,0.798,Not-Habitable Terrestrial
HD 110113 b,HD 110113,1,1,2,Transit,2.541,0.035,2.05,0.18288875,0.093,1371.0,5732.0,0.968,0.997,Not-Habitable Terrestrial
HD 118203 b,HD 118203,0,1,2,Radial Velocity,6.134985,0.07071,12.73340208,1.136,0.314,1494.0,5683.0,2.102,1.251,Hot Jupiters
HD 118203 b,HD 118203,0,1,2,Radial Velocity,6.1349847,0.08635,12.06086323,1.076,0.316,1360.0,5872.0,1.993,1.353,Hot Jupiters
HD 118203 b,HD 118203,1,1,2,Radial Velocity,6.134989,0.0701,12.55405838,1.12,0.301,1371.0,5788.0,2.03,1.22,Hot Jupiters
HD 135694 b,HD 135694,0,1,1,Transit,15.92346,0.12,2.5320132,0.22589148,0.0,750.83,5698.0,1.0726,0.913,Not-Habitable Terrestrial
HD 135694 b,HD 135694,0,1,1,Transit,15.92346,0.12,2.51,0.22392759,0.42,815.0,5710.0,1.05,0.9,Not-Habitable Terrestrial
HD 136352 b,HD 136352,1,1,3,Radial Velocity,11.57797,0.0964,1.664,0.14845239,0.0,905.0,5664.0,1.058,0.87,Not-Habitable Terrestrial
HD 136352 b,HD 136352,0,1,3,Radial Velocity,11.57779,0.0969,1.482,0.13221518,0.079,911.0,5850.0,1.012,0.906,Not-Habitable Terrestrial
HD 136352 c,HD 136352,0,1,3,Radial Velocity,27.5909,0.1729,2.608,0.23267018,0.037,682.0,5850.0,1.012,0.906,Not-Habitable Terrestrial
HD 136352 c,HD 136352,1,1,3,Radial Velocity,27.59221,0.1721,2.916,0.26014854,0.0,677.0,5664.0,1.058,0.87,Not-Habitable Terrestrial
HD 136352 d,HD 136352,1,1,3,Radial Velocity,107.245,0.425,2.562,0.22856672,0.0,431.0,5664.0,1.058,0.87,Not-Habitable Terrestrial
HD 137496 b,HD 137496,1,1,2,Transit,1.62116,0.02732,1.31,0.11687057,0.0,2130.0,5799.0,1.59,1.04,Not-Habitable Terrestrial
HD 1397 b,HD 1397,1,1,1,Transit,11.53533,0.1097,11.500434,1.026,0.251,1228.3,5521.0,2.336,1.324,Hot Jupiters
HD 1397 b,HD 1397,0,1,1,Transit,11.5366,0.1003,11.466807,1.023,0.216,1519.0,5474.0,2.341,1.257,Hot Jupiters
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2.87598,0.04313,7.330686,0.654,,1634.0,6160.0,1.368,1.294,Not-Habitable Terrestrial
